"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","regulation of pri-miRNA transcription by RNA polymerase II","GO:1902893","0.0004483916793844793","3.3483424550220566","51","27","3","19513","STAT3,TP53,PPARA"
"GO:BP","negative regulation of muscle organ development","GO:0048635","0.0004483916793844793","3.3483424550220566","51","27","3","19513","PTEN,TGFBR2,PPARA"
"GO:BP","regulation of vascular associated smooth muscle cell proliferation","GO:1904705","0.0004483916793844793","3.3483424550220566","51","27","3","19513","CDKN1A,PTEN,MMP2"
"GO:BP","vascular associated smooth muscle cell proliferation","GO:1990874","0.0004483916793844793","3.3483424550220566","51","27","3","19513","CDKN1A,PTEN,MMP2"
"GO:BP","response to ionizing radiation","GO:0010212","0.00045019380530199283","3.3466004852165985","147","27","4","19513","XRCC5,CDKN1A,CCND1,TP53"
"GO:BP","negative regulation of muscle tissue development","GO:1901862","0.00047072953852910767","3.327228548628409","52","27","3","19513","PTEN,TGFBR2,PPARA"
"GO:BP","pri-miRNA transcription by RNA polymerase II","GO:0061614","0.00047072953852910767","3.327228548628409","52","27","3","19513","STAT3,TP53,PPARA"
"GO:BP","regulation of response to external stimulus","GO:0032101","0.0004742751668110149","3.3239696145412343","1023","27","8","19513","XRCC5,PTEN,TGFBR2,STAT3,RB1,PPARA,PTK2B,DAPK2"
"GO:BP","stress-induced premature senescence","GO:0090400","0.0004813315535774913","3.3175556673161744","8","27","2","19513","CDKN1A,TP53"
"GO:BP","gliogenesis","GO:0042063","0.0004898240475903422","3.3099598972851707","302","27","5","19513","PTEN,DICER1,HDAC1,STAT3,PTK2B"
"GO:BP","dsRNA processing","GO:0031050","0.0004904728927760396","3.309384990002888","53","27","3","19513","DICER1,STAT3,TP53"
"GO:BP","production of small RNA involved in gene silencing by RNA","GO:0070918","0.0004904728927760396","3.309384990002888","53","27","3","19513","DICER1,STAT3,TP53"
"GO:BP","cellular response to starvation","GO:0009267","0.0005258285241777955","3.279155858783073","154","27","4","19513","ATF4,CDKN1A,TP53,PPARA"
"GO:BP","cellular nitrogen compound metabolic process","GO:0034641","0.0005281917479415564","3.2772083881564362","6311","27","19","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,PFKP,PTK2B,HOXD8,FOXN1"
"GO:BP","embryo implantation","GO:0007566","0.000543018239769514","3.2651855823849822","55","27","3","19513","TIMP1,TGFBR2,MMP2"
"GO:BP","rhythmic process","GO:0048511","0.0005439104655537138","3.264472584706615","310","27","5","19513","ATF4,PTEN,HDAC1,TP53,PPARA"
"GO:BP","movement of cell or subcellular component","GO:0006928","0.0005531581781185046","3.2571506624364654","2121","27","11","19513","PPIB,TIMP1,YES1,PTEN,TGFBR2,SMAD7,STAT3,CD44,PTK2B,DAPK2,FOXN1"
"GO:BP","regulation of protein serine/threonine kinase activity","GO:0071900","0.0005637291383201296","3.248929516564255","517","27","6","19513","CDKN1A,PTEN,CCND1,MAP3K2,RB1,PTK2B"
"GO:BP","negative regulation of mitotic cell cycle","GO:0045930","0.0005811858051177312","3.235685001453032","315","27","5","19513","CDKN1A,PTEN,CCND1,TP53,RB1"
"GO:BP","enzyme linked receptor protein signaling pathway","GO:0007167","0.0005832546606253955","3.2341417821942104","1059","27","8","19513","YES1,PTEN,TGFBR2,SMAD7,STAT3,MMP2,TP53,PTK2B"
"GO:BP","cellular response to external stimulus","GO:0071496","0.000586273044419055","3.231900073287794","316","27","5","19513","ATF4,CDKN1A,MAP3K2,TP53,PPARA"
"GO:BP","response to gamma radiation","GO:0010332","0.0005912908882899252","3.2281988133666912","57","27","3","19513","XRCC5,CDKN1A,TP53"
"GO:BP","regulation of ubiquitin-dependent protein catabolic process","GO:2000058","0.0006056158568158523","3.2178027622439984","161","27","4","19513","PTEN,SMAD7,FOXF2,PTK2B"
"GO:BP","regulation of intrinsic apoptotic signaling pathway","GO:2001242","0.0006184354479616604","3.2087056251490322","162","27","4","19513","HDAC1,TP53,CD44,DAPK2"
"GO:BP","regulation of leukocyte cell-cell adhesion","GO:1903037","0.000623651735212584","3.2050578649626913","321","27","5","19513","YES1,TGFBR2,SMAD7,CD44,PPARA"
"GO:BP","response to peptide","GO:1901652","0.0006624787270712729","3.1788280628460845","535","27","6","19513","TIMP1,PTEN,STAT3,MMP2,TP53,PPARA"
"GO:BP","positive regulation of protein kinase activity","GO:0045860","0.0006624787270712729","3.1788280628460845","535","27","6","19513","XRCC5,CDKN1A,TGFBR2,CCND1,MAP3K2,PTK2B"
"GO:BP","signaling","GO:0023052","0.0006913262259462627","3.1603169675386544","6440","27","19","19513","ATF4,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,MMP2,TP53,RB1,CD44,PPARA,PTK2B,DAPK2"
"GO:BP","mitotic cell cycle checkpoint","GO:0007093","0.0006970347308846808","3.156745581936734","168","27","4","19513","CDKN1A,CCND1,TP53,RB1"
"GO:BP","negative regulation of catalytic activity","GO:0043086","0.0006970347308846808","3.156745581936734","796","27","7","19513","TIMP1,CDKN1A,PTEN,SMAD7,TP53,RB1,CD44"
"GO:BP","tissue remodeling","GO:0048771","0.0006970347308846808","3.156745581936734","168","27","4","19513","TIMP1,MMP2,TP53,PTK2B"
"GO:BP","negative regulation of cell cycle process","GO:0010948","0.000701938388654166","3.1537010055935246","331","27","5","19513","CDKN1A,PTEN,CCND1,TP53,RB1"
"GO:BP","regulation of cardiac muscle tissue growth","GO:0055021","0.000701938388654166","3.1537010055935246","61","27","3","19513","PTEN,TGFBR2,PPARA"
"GO:BP","cell communication","GO:0007154","0.000701938388654166","3.1537010055935246","6454","27","19","19513","ATF4,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,MMP2,TP53,RB1,CD44,PPARA,PTK2B,DAPK2"
"GO:BP","negative regulation of cell development","GO:0010721","0.0007399869631606463","3.130775931454519","335","27","5","19513","PTEN,DICER1,STAT3,TP53,PPARA"
"GO:BP","proteolysis","GO:0006508","0.0007413065346041325","3.130002171563125","1804","27","10","19513","TIMP1,PTEN,SMAD7,HDAC1,STAT3,MMP2,TP53,CD44,FOXF2,PTK2B"
"GO:BP","positive regulation of molecular function","GO:0044093","0.0007566562707019299","3.121101364409097","1809","27","10","19513","XRCC5,CDKN1A,PTEN,TGFBR2,CCND1,STAT3,MAP3K2,RB1,CD44,PTK2B"
"GO:BP","mitotic G1 DNA damage checkpoint","GO:0031571","0.0007600568342208387","3.1191539315802257","63","27","3","19513","CDKN1A,CCND1,TP53"
"GO:BP","mitotic G1/S transition checkpoint","GO:0044819","0.0007896514376595931","3.10256456960371","64","27","3","19513","CDKN1A,CCND1,TP53"
"GO:BP","G1 DNA damage checkpoint","GO:0044783","0.0007896514376595931","3.10256456960371","64","27","3","19513","CDKN1A,CCND1,TP53"
"GO:BP","positive regulation of nervous system process","GO:0031646","0.0007896514376595931","3.10256456960371","64","27","3","19513","PTEN,DICER1,PTK2B"
"GO:BP","positive regulation of catalytic activity","GO:0043085","0.0008117794248833187","3.0905619603763075","1457","27","9","19513","XRCC5,CDKN1A,PTEN,TGFBR2,CCND1,STAT3,MAP3K2,CD44,PTK2B"
"GO:BP","circadian regulation of gene expression","GO:0032922","0.0008222465678148949","3.0849979306542625","65","27","3","19513","ATF4,HDAC1,PPARA"
"GO:BP","organic substance catabolic process","GO:1901575","0.000825946808000905","3.083047920882449","2235","27","11","19513","TIMP1,PTEN,DICER1,SMAD7,STAT3,TP53,CD44,FOXF2,PPARA,PFKP,PTK2B"
"GO:BP","positive regulation of cell development","GO:0010720","0.0008316173726036399","3.08007644677312","563","27","6","19513","XRCC5,PTEN,DICER1,SMAD7,HDAC1,PTK2B"
"GO:BP","mRNA transcription by RNA polymerase II","GO:0042789","0.0008367551203647603","3.0774016213790807","11","27","2","19513","ATF4,STAT3"
"GO:BP","cellular response to UV-A","GO:0071492","0.0008367551203647603","3.0774016213790807","11","27","2","19513","TIMP1,MMP2"
"GO:BP","positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress","GO:1990440","0.0008367551203647603","3.0774016213790807","11","27","2","19513","ATF4,TP53"
"GO:BP","cellular response to chemical stress","GO:0062197","0.0008794852652183542","3.0557714322587843","351","27","5","19513","ATF4,XRCC5,HDAC1,MMP2,TP53"
"GO:BP","striated muscle cell proliferation","GO:0014855","0.0008794852652183542","3.0557714322587843","67","27","3","19513","PTEN,TGFBR2,STAT3"
"GO:BP","negative regulation of molecular function","GO:0044092","0.0008794852652183542","3.0557714322587843","1137","27","8","19513","TIMP1,CDKN1A,PTEN,SMAD7,TP53,RB1,CD44,PPARA"
"GO:BP","response to steroid hormone","GO:0048545","0.00090059056441782","3.04547260749827","353","27","5","19513","CDKN1A,TGFBR2,CCND1,HDAC1,PPARA"
"GO:BP","regulation of heart growth","GO:0060420","0.0009139914082566491","3.0390578867216007","68","27","3","19513","PTEN,TGFBR2,PPARA"
"GO:BP","regulation of neurogenesis","GO:0050767","0.0009378161177827336","3.027882307528125","844","27","7","19513","XRCC5,PTEN,DICER1,HDAC1,STAT3,TP53,PTK2B"
"GO:BP","lymphocyte activation involved in immune response","GO:0002285","0.0009378792187948646","3.0278530869816462","185","27","4","19513","SMAD7,STAT3,TP53,PTK2B"
"GO:BP","cellular biosynthetic process","GO:0044249","0.0009378792187948646","3.0278530869816462","5954","27","18","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,PTK2B,HOXD8,FOXN1"
"GO:BP","leukocyte cell-cell adhesion","GO:0007159","0.0009378792187948646","3.0278530869816462","357","27","5","19513","YES1,TGFBR2,SMAD7,CD44,PPARA"
"GO:BP","cellular response to ionizing radiation","GO:0071479","0.0009412480181105447","3.026295925239647","69","27","3","19513","XRCC5,CDKN1A,TP53"
"GO:BP","negative regulation of cell growth","GO:0030308","0.0009721184773115015","3.012280802041835","187","27","4","19513","CDKN1A,TP53,RB1,PPARA"
"GO:BP","sensory organ development","GO:0007423","0.0010207540968524044","2.9910788683368077","589","27","6","19513","ATF4,TGFBR2,HDAC1,STAT3,FOXF2,ABCB5"
"GO:BP","metabolic process","GO:0008152","0.0010271705812873635","2.9883574275224203","11538","27","25","19513","PPIB,ATF4,XRCC5,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,MMP2,TP53,RB1,CD44,FOXF2,PPARA,PFKP,PTK2B,HOXD8,DAPK2,FOXN1"
"GO:BP","cellular catabolic process","GO:0044248","0.001060984727185376","2.9742908676979565","2310","27","11","19513","TIMP1,PTEN,DICER1,SMAD7,STAT3,TP53,CD44,FOXF2,PPARA,PTK2B,DAPK2"
"GO:BP","DNA biosynthetic process","GO:0071897","0.0010857299840332118","2.964278168324521","193","27","4","19513","XRCC5,CDKN1A,TP53,PTK2B"
"GO:BP","cardiac septum morphogenesis","GO:0060411","0.0010947759311791924","2.960674759189359","73","27","3","19513","TGFBR2,SMAD7,TP53"
"GO:BP","striated muscle tissue development","GO:0014706","0.0010962146720828927","2.960104389490606","371","27","5","19513","PTEN,TGFBR2,SMAD7,RB1,PPARA"
"GO:BP","positive regulation of cardiac muscle cell apoptotic process","GO:0010666","0.0011168594622477266","2.9520014720144214","13","27","2","19513","PTEN,TP53"
"GO:BP","positive regulation of striated muscle cell apoptotic process","GO:0010663","0.0011168594622477266","2.9520014720144214","13","27","2","19513","PTEN,TP53"
"GO:BP","replicative senescence","GO:0090399","0.0011168594622477266","2.9520014720144214","13","27","2","19513","CDKN1A,TP53"
"GO:BP","negative regulation of production of miRNAs involved in gene silencing by miRNA","GO:1903799","0.0011168594622477266","2.9520014720144214","13","27","2","19513","STAT3,TP53"
"GO:BP","regulation of cell migration","GO:0030334","0.0011232044600139632","2.9495411807167558","875","27","7","19513","TIMP1,PTEN,TGFBR2,SMAD7,STAT3,PTK2B,DAPK2"
"GO:BP","organic substance biosynthetic process","GO:1901576","0.0011537840098568772","2.9378754841671326","6059","27","18","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,PTK2B,HOXD8,FOXN1"
"GO:BP","response to starvation","GO:0042594","0.0011656868230989785","2.933418112757878","198","27","4","19513","ATF4,CDKN1A,TP53,PPARA"
"GO:BP","regeneration","GO:0031099","0.0011656868230989785","2.933418112757878","198","27","4","19513","CDKN1A,PTEN,TGFBR2,CCND1"
"GO:BP","cartilage development","GO:0051216","0.0011852810881507292","2.92617864496471","199","27","4","19513","TIMP1,TGFBR2,SMAD7,CD44"
"GO:BP","cellular response to oxygen-containing compound","GO:1901701","0.001215079924417471","2.915395154500347","1203","27","8","19513","ATF4,XRCC5,YES1,PTEN,STAT3,MMP2,TP53,PTK2B"
"GO:BP","carbohydrate catabolic process","GO:0016052","0.0012251140297937539","2.9118234866419566","201","27","4","19513","STAT3,TP53,PPARA,PFKP"
"GO:BP","animal organ regeneration","GO:0031100","0.0012350849315096407","2.908303176802918","77","27","3","19513","CDKN1A,TGFBR2,CCND1"
"GO:BP","intrinsic apoptotic signaling pathway by p53 class mediator","GO:0072332","0.0012350849315096407","2.908303176802918","77","27","3","19513","CDKN1A,TP53,CD44"
"GO:BP","muscle organ development","GO:0007517","0.0012700642630856412","2.8961743039279835","386","27","5","19513","PTEN,TGFBR2,SMAD7,RB1,PPARA"
"GO:BP","negative regulation of transforming growth factor beta receptor signaling pathway","GO:0030512","0.0012765151547408917","2.893974024901035","78","27","3","19513","TGFBR2,SMAD7,TP53"
"GO:BP","muscle tissue development","GO:0060537","0.0012941567017969516","2.8880131343277653","388","27","5","19513","PTEN,TGFBR2,SMAD7,RB1,PPARA"
"GO:BP","biosynthetic process","GO:0009058","0.0013385402312702957","2.873368571091831","6136","27","18","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,PTK2B,HOXD8,FOXN1"
"GO:BP","generation of neurons","GO:0048699","0.0013385402312702957","2.873368571091831","1578","27","9","19513","ATF4,XRCC5,PTEN,DICER1,HDAC1,STAT3,TP53,RB1,PTK2B"
"GO:BP","cardiac muscle tissue development","GO:0048738","0.0013427718102673458","2.871997784771245","207","27","4","19513","PTEN,TGFBR2,SMAD7,PPARA"
"GO:BP","extracellular matrix organization","GO:0030198","0.0013557779752731399","2.8678114255195357","393","27","5","19513","TIMP1,MMP2,RB1,CD44,FOXF2"
"GO:BP","extracellular matrix disassembly","GO:0022617","0.0013557779752731399","2.8678114255195357","80","27","3","19513","TIMP1,MMP2,CD44"
"GO:BP","regulation of carbohydrate metabolic process","GO:0006109","0.001357150610893769","2.867371953482113","208","27","4","19513","STAT3,TP53,PPARA,PTK2B"
"GO:BP","extracellular structure organization","GO:0043062","0.001364797805261836","2.864931684567115","394","27","5","19513","TIMP1,MMP2,RB1,CD44,FOXF2"
"GO:BP","negative regulation of cellular response to transforming growth factor beta stimulus","GO:1903845","0.0013897885467022161","2.8570512716783862","81","27","3","19513","TGFBR2,SMAD7,TP53"
"GO:BP","glucose metabolic process","GO:0006006","0.0013897885467022161","2.8570512716783862","210","27","4","19513","ATF4,TP53,PPARA,PFKP"
"GO:BP","regulation of cardiac muscle tissue development","GO:0055024","0.0013897885467022161","2.8570512716783862","81","27","3","19513","PTEN,TGFBR2,PPARA"
"GO:BP","cellular response to nutrient levels","GO:0031669","0.0013897885467022161","2.8570512716783862","210","27","4","19513","ATF4,CDKN1A,TP53,PPARA"
"GO:BP","negative regulation of glycolytic process","GO:0045820","0.001405178594368037","2.8522684746063502","15","27","2","19513","STAT3,PPARA"
"GO:BP","glial cell apoptotic process","GO:0034349","0.001405178594368037","2.8522684746063502","15","27","2","19513","TP53,RB1"
"GO:BP","regulation of protein catabolic process","GO:0042176","0.0014214498457370797","2.847268459296717","399","27","5","19513","TIMP1,PTEN,SMAD7,FOXF2,PTK2B"
"GO:BP","cardiac muscle tissue growth","GO:0055017","0.0015254313097761638","2.8166073438765893","84","27","3","19513","PTEN,TGFBR2,PPARA"
"GO:BP","regulation of neuron apoptotic process","GO:0043523","0.0015556536009982457","2.8080871013842343","217","27","4","19513","ATF4,HDAC1,TP53,PTK2B"
"GO:BP","negative regulation of cardiac muscle cell proliferation","GO:0060044","0.0015803586488950657","2.801244342437592","16","27","2","19513","PTEN,TGFBR2"
"GO:BP","mitotic cell cycle arrest","GO:0071850","0.0015803586488950657","2.801244342437592","16","27","2","19513","CDKN1A,TP53"
"GO:BP","regulation of cell motility","GO:2000145","0.0015803586488950657","2.801244342437592","936","27","7","19513","TIMP1,PTEN,TGFBR2,SMAD7,STAT3,PTK2B,DAPK2"
"GO:BP","cell cycle checkpoint","GO:0000075","0.0015910302384765363","2.798321566249895","219","27","4","19513","CDKN1A,CCND1,TP53,RB1"
"GO:BP","mesenchymal cell differentiation","GO:0048762","0.0015910302384765363","2.798321566249895","219","27","4","19513","PTEN,TGFBR2,SMAD7,FOXF2"
"GO:BP","positive regulation of programmed cell death","GO:0043068","0.001610982331579663","2.7929092226717405","654","27","6","19513","ATF4,CDKN1A,PTEN,HDAC1,TP53,DAPK2"
"GO:BP","regulation of mitotic cell cycle phase transition","GO:1901990","0.0016125915273579755","2.7924756263370782","412","27","5","19513","CDKN1A,PTEN,CCND1,TP53,RB1"
"GO:BP","response to osmotic stress","GO:0006970","0.0016544313367706039","2.7813512524874664","87","27","3","19513","XRCC5,TP53,PTK2B"
"GO:BP","positive regulation of receptor signaling pathway via JAK-STAT","GO:0046427","0.0017070098687627616","2.7677639680845507","88","27","3","19513","HDAC1,STAT3,PTK2B"
"GO:BP","glial cell differentiation","GO:0010001","0.001712843064879879","2.766282426397541","224","27","4","19513","PTEN,DICER1,HDAC1,STAT3"
"GO:BP","tissue morphogenesis","GO:0048729","0.0017271473368647696","2.7626706127174314","664","27","6","19513","PTEN,TGFBR2,SMAD7,CD44,FOXF2,FOXN1"
"GO:BP","DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator","GO:0006978","0.0017329410359330222","2.7612162140919523","17","27","2","19513","CDKN1A,TP53"
"GO:BP","negative regulation of gene silencing by miRNA","GO:0060965","0.0017329410359330222","2.7612162140919523","17","27","2","19513","STAT3,TP53"
"GO:BP","regulation of nervous system development","GO:0051960","0.0017329410359330222","2.7612162140919523","955","27","7","19513","XRCC5,PTEN,DICER1,HDAC1,STAT3,TP53,PTK2B"
"GO:BP","regulation of metallopeptidase activity","GO:1905048","0.0017329410359330222","2.7612162140919523","17","27","2","19513","TIMP1,STAT3"
"GO:BP","negative regulation of response to stimulus","GO:0048585","0.0017329410359330222","2.7612162140919523","1647","27","9","19513","ATF4,PTEN,TGFBR2,SMAD7,HDAC1,TP53,RB1,CD44,PPARA"
"GO:BP","regulation of epithelial to mesenchymal transition","GO:0010717","0.001788688579400449","2.7474652659284278","90","27","3","19513","PTEN,TGFBR2,SMAD7"
"GO:BP","regulation of proteolysis involved in cellular protein catabolic process","GO:1903050","0.0017969507835334285","2.7454638175669075","228","27","4","19513","PTEN,SMAD7,FOXF2,PTK2B"
"GO:BP","positive regulation of receptor signaling pathway via STAT","GO:1904894","0.0018346045129757867","2.7364575424985023","91","27","3","19513","HDAC1,STAT3,PTK2B"
"GO:BP","regulation of carbohydrate catabolic process","GO:0043470","0.0018346045129757867","2.7364575424985023","91","27","3","19513","STAT3,TP53,PPARA"
"GO:BP","positive regulation of cell adhesion","GO:0045785","0.001838735114758464","2.7354808300248092","427","27","5","19513","YES1,TGFBR2,SMAD7,CD44,PTK2B"
"GO:BP","regulation of cell-cell adhesion","GO:0022407","0.001854252429404065","2.7318311433119407","428","27","5","19513","YES1,TGFBR2,SMAD7,CD44,PPARA"
"GO:BP","cell cycle arrest","GO:0007050","0.0018661154714018071","2.729061486505358","231","27","4","19513","CDKN1A,CCND1,TP53,RB1"
"GO:BP","heart growth","GO:0060419","0.0018766109448346232","2.7266257550957333","92","27","3","19513","PTEN,TGFBR2,PPARA"
"GO:BP","myeloid cell differentiation","GO:0030099","0.0018810683859330655","2.7255954154578608","430","27","5","19513","TGFBR2,HDAC1,STAT3,RB1,PTK2B"
"GO:BP","DNA damage response, signal transduction resulting in transcription","GO:0042772","0.0018971205161854871","2.7219050793106807","18","27","2","19513","CDKN1A,TP53"
"GO:BP","negative regulation of vascular associated smooth muscle cell proliferation","GO:1904706","0.0018971205161854871","2.7219050793106807","18","27","2","19513","CDKN1A,PTEN"
"GO:BP","regulation of locomotion","GO:0040012","0.0019413936143786391","2.711886403188605","978","27","7","19513","TIMP1,PTEN,TGFBR2,SMAD7,STAT3,PTK2B,DAPK2"
"GO:BP","neurogenesis","GO:0022008","0.001941890815069037","2.711775192422903","1681","27","9","19513","ATF4,XRCC5,PTEN,DICER1,HDAC1,STAT3,TP53,RB1,PTK2B"
"GO:BP","cellular response to growth factor stimulus","GO:0071363","0.001982249681166474","2.702841643330368","687","27","6","19513","YES1,PTEN,TGFBR2,SMAD7,TP53,CD44"
"GO:BP","negative regulation of small molecule metabolic process","GO:0062014","0.0020288086141026763","2.692758919826892","95","27","3","19513","STAT3,TP53,PPARA"
"GO:BP","cellular response to transforming growth factor beta stimulus","GO:0071560","0.002046501745509492","2.6889878805985714","238","27","4","19513","YES1,TGFBR2,SMAD7,TP53"
"GO:BP","negative regulation of gene silencing by RNA","GO:0060967","0.002074264086442545","2.6831359519086795","19","27","2","19513","STAT3,TP53"
"GO:BP","negative regulation of posttranscriptional gene silencing","GO:0060149","0.002074264086442545","2.6831359519086795","19","27","2","19513","STAT3,TP53"
"GO:BP","cellular response to leptin stimulus","GO:0044320","0.002074264086442545","2.6831359519086795","19","27","2","19513","PTEN,STAT3"
"GO:BP","regulation of cyclin-dependent protein serine/threonine kinase activity","GO:0000079","0.002074264086442545","2.6831359519086795","96","27","3","19513","CDKN1A,PTEN,CCND1"
"GO:BP","anatomical structure maturation","GO:0071695","0.0020881686647111113","2.6802344255955504","240","27","4","19513","CDKN1A,MMP2,RB1,PTK2B"
"GO:BP","cellular response to extracellular stimulus","GO:0031668","0.0021500500976645953","2.6675514206026225","242","27","4","19513","ATF4,CDKN1A,TP53,PPARA"
"GO:BP","regulation of lymphocyte activation","GO:0051249","0.0021721941518494828","2.6631013598803692","447","27","5","19513","CDKN1A,YES1,TGFBR2,SMAD7,FOXN1"
"GO:BP","CD4-positive, alpha-beta T cell activation","GO:0035710","0.0021721941518494828","2.6631013598803692","98","27","3","19513","TGFBR2,SMAD7,STAT3"
"GO:BP","regulation of organ growth","GO:0046620","0.0021721941518494828","2.6631013598803692","98","27","3","19513","PTEN,TGFBR2,PPARA"
"GO:BP","regulation of cell cycle phase transition","GO:1901987","0.0021838854098943446","2.6607701531267187","448","27","5","19513","CDKN1A,PTEN,CCND1,TP53,RB1"
"GO:BP","response to transforming growth factor beta","GO:0071559","0.002190703799228786","2.6594163385764706","244","27","4","19513","YES1,TGFBR2,SMAD7,TP53"
"GO:BP","regulation of cell communication","GO:0010646","0.002190703799228786","2.6594163385764706","3521","27","13","19513","ATF4,TIMP1,PTEN,TGFBR2,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,CD44,PTK2B,DAPK2"
"GO:BP","cellular response to leukemia inhibitory factor","GO:1990830","0.0022176671878703634","2.654103629204233","99","27","3","19513","XRCC5,SMAD7,PFKP"
"GO:BP","regulation of potassium ion transport","GO:0043266","0.0022483802166527855","2.6481302446904005","100","27","3","19513","ATF4,PTEN,PTK2B"
"GO:BP","small molecule catabolic process","GO:0044282","0.0022483802166527855","2.6481302446904005","453","27","5","19513","PTEN,TP53,CD44,PPARA,PFKP"
"GO:BP","response to leukemia inhibitory factor","GO:1990823","0.0022483802166527855","2.6481302446904005","100","27","3","19513","XRCC5,SMAD7,PFKP"
"GO:BP","mitotic DNA damage checkpoint","GO:0044773","0.0022483802166527855","2.6481302446904005","100","27","3","19513","CDKN1A,CCND1,TP53"
"GO:BP","regulation of cyclin-dependent protein kinase activity","GO:1904029","0.0022483802166527855","2.6481302446904005","100","27","3","19513","CDKN1A,PTEN,CCND1"
"GO:BP","response to oxidative stress","GO:0006979","0.0022483802166527855","2.6481302446904005","453","27","5","19513","ATF4,HDAC1,MMP2,TP53,PTK2B"
"GO:BP","positive regulation of cell death","GO:0010942","0.0022483802166527855","2.6481302446904005","709","27","6","19513","ATF4,CDKN1A,PTEN,HDAC1,TP53,DAPK2"
"GO:BP","leukocyte activation involved in immune response","GO:0002366","0.0022951726874747926","2.639184632830009","713","27","6","19513","XRCC5,SMAD7,STAT3,TP53,CD44,PTK2B"
"GO:BP","leukocyte migration","GO:0050900","0.0023055857987489153","2.6372187115578343","456","27","5","19513","PPIB,YES1,CD44,PTK2B,DAPK2"
"GO:BP","response to growth factor","GO:0070848","0.0023194772998283543","2.6346098734610335","715","27","6","19513","YES1,PTEN,TGFBR2,SMAD7,TP53,CD44"
"GO:BP","cell activation involved in immune response","GO:0002263","0.002349171859056055","2.629085210251127","717","27","6","19513","XRCC5,SMAD7,STAT3,TP53,CD44,PTK2B"
"GO:BP","regulation of cellular component movement","GO:0051270","0.002375942963556703","2.624163989157977","1022","27","7","19513","TIMP1,PTEN,TGFBR2,SMAD7,STAT3,PTK2B,DAPK2"
"GO:BP","biological regulation","GO:0065007","0.0023831522229403974","2.622848216372962","12110","27","25","19513","PPIB,ATF4,XRCC5,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,MMP2,TP53,RB1,CD44,FOXF2,PPARA,PTK2B,HOXD8,DAPK2,FOXN1,ABCB5"
"GO:BP","regulation of signaling","GO:0023051","0.0023831522229403974","2.622848216372962","3561","27","13","19513","ATF4,TIMP1,PTEN,TGFBR2,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,CD44,PTK2B,DAPK2"
"GO:BP","hexose metabolic process","GO:0019318","0.0023855986907536817","2.622402612237244","252","27","4","19513","ATF4,TP53,PPARA,PFKP"
"GO:BP","negative regulation of purine nucleotide metabolic process","GO:1900543","0.0023983188089832796","2.6200930865502414","21","27","2","19513","STAT3,PPARA"
"GO:BP","response to corticosterone","GO:0051412","0.0023983188089832796","2.6200930865502414","21","27","2","19513","CDKN1A,CCND1"
"GO:BP","positive regulation of ubiquitin-dependent protein catabolic process","GO:2000060","0.0024621880473100492","2.608678781303014","104","27","3","19513","PTEN,SMAD7,PTK2B"
"GO:BP","regulation of cytokine production","GO:0001817","0.0025038244774702816","2.6013961192067834","728","27","6","19513","ATF4,XRCC5,DICER1,SMAD7,HDAC1,STAT3"
"GO:BP","regulation of cell cycle arrest","GO:0071156","0.002521262145591701","2.598381996661875","105","27","3","19513","CDKN1A,CCND1,TP53"
"GO:BP","regulation of myeloid cell differentiation","GO:0045637","0.0025362458344865423","2.595808653240409","257","27","4","19513","HDAC1,STAT3,RB1,PTK2B"
"GO:BP","intrinsic apoptotic signaling pathway in response to DNA damage","GO:0008630","0.0025755115670886906","2.589136495283884","106","27","3","19513","CDKN1A,TP53,CD44"
"GO:BP","alpha-beta T cell differentiation","GO:0046632","0.0025755115670886906","2.589136495283884","106","27","3","19513","TGFBR2,SMAD7,STAT3"
"GO:BP","regulation of receptor biosynthetic process","GO:0010869","0.0025905512569709566","2.5866078102869476","22","27","2","19513","HDAC1,PPARA"
